buying_1;buying_2;maintain_1;maintain_2;doors_1;doors_2;persons_1;persons_2;lug_boot_1;lug_boot_2;safety_1;safety_2;class_1
0;0;1;1;1;1;1;0;1;0;1;0;1
0;0;1;1;1;1;1;0;1;0;0;0;1
0;0;1;1;1;1;1;0;0;1;0;1;1
0;0;1;1;1;1;1;0;0;1;1;0;1
0;0;1;1;1;1;1;0;0;1;0;0;1
0;0;1;1;1;1;1;0;0;0;0;1;1
0;0;1;1;1;1;1;0;0;0;1;0;1
0;0;1;1;1;1;1;0;0;0;0;0;1
0;0;0;0;0;0;0;0;1;0;0;1;1
0;0;0;0;0;0;0;0;1;0;1;0;1
0;0;0;0;0;0;0;0;1;0;0;0;1
0;0;0;0;0;0;0;0;0;1;0;1;1
0;0;0;0;0;0;0;0;0;1;1;0;1
0;0;0;0;0;0;0;0;0;1;0;0;1
0;0;0;0;0;0;0;0;0;0;0;1;1
0;0;0;0;0;0;0;0;0;0;1;0;1
0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;1;1;0;0;1;1
0;0;0;0;0;0;0;1;1;0;1;0;1
0;0;0;0;0;0;0;1;1;0;0;0;0
0;0;0;0;0;0;0;1;0;1;0;1;1
0;0;0;0;0;0;0;1;0;1;1;0;1
0;0;0;0;0;0;0;1;0;1;0;0;0
0;0;0;0;0;0;0;1;0;0;0;1;1
0;0;0;0;0;0;0;1;0;0;1;0;0
0;0;0;0;0;0;0;1;0;0;0;0;0
0;0;0;0;0;0;1;0;1;0;0;1;1
0;0;0;0;0;0;1;0;1;0;1;0;1
0;0;0;0;0;0;1;0;1;0;0;0;1
0;0;0;0;0;0;1;0;0;1;0;1;1
0;0;0;0;0;0;1;0;0;1;1;0;1
0;0;0;0;0;0;1;0;0;1;0;0;0
0;0;0;0;0;0;1;0;0;0;0;1;1
0;0;0;0;0;0;1;0;0;0;1;0;0
0;0;0;0;0;0;1;0;0;0;0;0;0
0;0;0;0;0;1;0;0;1;0;0;1;1
0;0;0;0;0;1;0;0;1;0;1;0;1
0;0;0;0;0;1;0;0;1;0;0;0;1
0;0;0;0;0;1;0;0;0;1;0;1;1
0;0;0;0;0;1;0;0;0;1;1;0;1
0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;0;0;0;1;0;0;0;0;0;1;1
0;0;0;0;0;1;0;0;0;0;1;0;1
0;0;0;0;0;1;0;0;0;0;0;0;1
0;0;0;0;0;1;0;1;1;0;0;1;1
0;0;0;0;0;1;0;1;1;0;1;0;1
0;0;0;0;0;1;0;1;1;0;0;0;0
0;0;0;0;0;1;0;1;0;1;0;1;1
0;0;0;0;0;1;0;1;0;1;1;0;1
0;0;0;0;0;1;0;1;0;1;0;0;0
0;0;0;0;0;1;0;1;0;0;0;1;1
0;0;0;0;0;1;0;1;0;0;1;0;0
0;0;0;0;0;1;0;1;0;0;0;0;0
0;0;0;0;0;1;1;0;1;0;0;1;1
0;0;0;0;0;1;1;0;1;0;1;0;1
0;0;0;0;0;1;1;0;1;0;0;0;0
0;0;0;0;0;1;1;0;0;1;0;1;1
0;0;0;0;0;1;1;0;0;1;1;0;0
0;0;0;0;0;1;1;0;0;1;0;0;0
0;0;0;0;0;1;1;0;0;0;0;1;1
0;0;0;0;0;1;1;0;0;0;1;0;0
0;0;0;0;0;1;1;0;0;0;0;0;0
0;0;0;0;1;0;0;0;1;0;0;1;1
0;0;0;0;1;0;0;0;1;0;1;0;1
0;0;0;0;1;0;0;0;1;0;0;0;1
0;0;0;0;1;0;0;0;0;1;0;1;1
0;0;0;0;1;0;0;0;0;1;1;0;1
0;0;0;0;1;0;0;0;0;1;0;0;1
0;0;0;0;1;0;0;0;0;0;0;1;1
0;0;0;0;1;0;0;0;0;0;1;0;1
0;0;0;0;1;0;0;0;0;0;0;0;1
0;0;0;0;1;0;0;1;1;0;0;1;1
0;0;0;0;1;0;0;1;1;0;1;0;1
0;0;0;0;1;0;0;1;1;0;0;0;0
0;0;0;0;1;0;0;1;0;1;0;1;1
0;0;0;0;1;0;0;1;0;1;1;0;0
0;0;0;0;1;0;0;1;0;1;0;0;0
0;0;0;0;1;0;0;1;0;0;0;1;1
0;0;0;0;1;0;0;1;0;0;1;0;0
0;0;0;0;1;0;0;1;0;0;0;0;0
0;0;0;0;1;0;1;0;1;0;0;1;1
0;0;0;0;1;0;1;0;1;0;1;0;1
0;0;0;0;1;0;1;0;1;0;0;0;0
0;0;0;0;1;0;1;0;0;1;0;1;1
0;0;0;0;1;0;1;0;0;1;1;0;0
0;0;0;0;1;0;1;0;0;1;0;0;0
0;0;0;0;1;0;1;0;0;0;0;1;1
0;0;0;0;1;0;1;0;0;0;1;0;0
0;0;0;0;1;0;1;0;0;0;0;0;0
0;0;0;0;1;1;0;0;1;0;0;1;1
0;0;0;0;1;1;0;0;1;0;1;0;1
0;0;0;0;1;1;0;0;1;0;0;0;1
0;0;0;0;1;1;0;0;0;1;0;1;1
0;0;0;0;1;1;0;0;0;1;1;0;1
0;0;0;0;1;1;0;0;0;1;0;0;1
0;0;0;0;1;1;0;0;0;0;0;1;1
0;0;0;0;1;1;0;0;0;0;1;0;1
0;0;0;0;1;1;0;0;0;0;0;0;1
0;0;0;0;1;1;0;1;1;0;0;1;1
0;0;0;0;1;1;0;1;1;0;1;0;1
0;0;0;0;1;1;0;1;1;0;0;0;0
0;0;0;0;1;1;0;1;0;1;0;1;1
0;0;0;0;1;1;0;1;0;1;1;0;0
0;0;0;0;1;1;0;1;0;1;0;0;0
0;0;0;0;1;1;0;1;0;0;0;1;1
0;0;0;0;1;1;0;1;0;0;1;0;0
0;0;0;0;1;1;0;1;0;0;0;0;0
0;0;0;0;1;1;1;0;1;0;0;1;1
0;0;0;0;1;1;1;0;1;0;1;0;1
0;0;0;0;1;1;1;0;1;0;0;0;0
0;0;0;0;1;1;1;0;0;1;0;1;1
0;0;0;0;1;1;1;0;0;1;1;0;0
0;0;0;0;1;1;1;0;0;1;0;0;0
0;0;0;0;1;1;1;0;0;0;0;1;1
0;0;0;0;1;1;1;0;0;0;1;0;0
0;0;0;0;1;1;1;0;0;0;0;0;0
0;0;1;0;0;0;0;0;1;0;0;1;1
0;0;1;0;0;0;0;0;1;0;1;0;1
0;0;1;0;0;0;0;0;1;0;0;0;1
0;0;1;0;0;0;0;0;0;1;0;1;1
0;0;1;0;0;0;0;0;0;1;1;0;1
0;0;1;0;0;0;0;0;0;1;0;0;1
0;0;1;0;0;0;0;0;0;0;0;1;1
0;0;1;0;0;0;0;0;0;0;1;0;1
0;0;1;0;0;0;0;0;0;0;0;0;1
0;0;1;0;0;0;0;1;1;0;0;1;1
0;0;1;0;0;0;0;1;1;0;1;0;1
0;0;1;0;0;0;0;1;1;0;0;0;0
0;0;1;0;0;0;0;1;0;1;0;1;1
0;0;1;0;0;0;0;1;0;1;1;0;1
0;0;1;0;0;0;0;1;0;1;0;0;0
0;0;1;0;0;0;0;1;0;0;0;1;1
0;0;1;0;0;0;0;1;0;0;1;0;0
0;0;1;0;0;0;0;1;0;0;0;0;0
0;0;1;0;0;0;1;0;1;0;0;1;1
0;0;1;0;0;0;1;0;1;0;1;0;1
0;0;1;0;0;0;1;0;1;0;0;0;1
0;0;1;0;0;0;1;0;0;1;0;1;1
0;0;1;0;0;0;1;0;0;1;1;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0
0;0;1;0;0;0;1;0;0;0;0;1;1
0;0;1;0;0;0;1;0;0;0;1;0;0
0;0;1;0;0;0;1;0;0;0;0;0;0
0;0;1;0;0;1;0;0;1;0;0;1;1
0;0;1;0;0;1;0;0;1;0;1;0;1
0;0;1;0;0;1;0;0;1;0;0;0;1
0;0;1;0;0;1;0;0;0;1;0;1;1
0;0;1;0;0;1;0;0;0;1;1;0;1
0;0;1;0;0;1;0;0;0;1;0;0;1
0;0;1;0;0;1;0;0;0;0;0;1;1
0;0;1;0;0;1;0;0;0;0;1;0;1
0;0;1;0;0;1;0;0;0;0;0;0;1
0;0;1;0;0;1;0;1;1;0;0;1;1
0;0;1;0;0;1;0;1;1;0;1;0;1
0;0;1;0;0;1;0;1;1;0;0;0;0
0;0;1;0;0;1;0;1;0;1;0;1;1
0;0;1;0;0;1;0;1;0;1;1;0;1
0;0;1;0;0;1;0;1;0;1;0;0;0
0;0;1;0;0;1;0;1;0;0;0;1;1
0;0;1;0;0;1;0;1;0;0;1;0;0
0;0;1;0;0;1;0;1;0;0;0;0;0
0;0;1;0;0;1;1;0;1;0;0;1;1
0;0;1;0;0;1;1;0;1;0;1;0;1
0;0;1;0;0;1;1;0;1;0;0;0;0
0;0;1;0;0;1;1;0;0;1;0;1;1
0;0;1;0;0;1;1;0;0;1;1;0;0
0;0;1;0;0;1;1;0;0;1;0;0;0
0;0;1;0;0;1;1;0;0;0;0;1;1
0;0;1;0;0;1;1;0;0;0;1;0;0
0;0;1;0;0;1;1;0;0;0;0;0;0
0;0;1;0;1;0;0;0;1;0;0;1;1
0;0;1;0;1;0;0;0;1;0;1;0;1
0;0;1;0;1;0;0;0;1;0;0;0;1
0;0;1;0;1;0;0;0;0;1;0;1;1
0;0;1;0;1;0;0;0;0;1;1;0;1
0;0;1;0;1;0;0;0;0;1;0;0;1
0;0;1;0;1;0;0;0;0;0;0;1;1
0;0;1;0;1;0;0;0;0;0;1;0;1
0;0;1;0;1;0;0;0;0;0;0;0;1
0;0;1;0;1;0;0;1;1;0;0;1;1
0;0;1;0;1;0;0;1;1;0;1;0;1
0;0;1;0;1;0;0;1;1;0;0;0;0
0;0;1;0;1;0;0;1;0;1;0;1;1
0;0;1;0;1;0;0;1;0;1;1;0;0
0;0;1;0;1;0;0;1;0;1;0;0;0
0;0;1;0;1;0;0;1;0;0;0;1;1
0;0;1;0;1;0;0;1;0;0;1;0;0
0;0;1;0;1;0;0;1;0;0;0;0;0
0;0;1;0;1;0;1;0;1;0;0;1;1
0;0;1;0;1;0;1;0;1;0;1;0;1
0;0;1;0;1;0;1;0;1;0;0;0;0
0;0;1;0;1;0;1;0;0;1;0;1;1
0;0;1;0;1;0;1;0;0;1;1;0;0
0;0;1;0;1;0;1;0;0;1;0;0;0
0;0;1;0;1;0;1;0;0;0;0;1;1
0;0;1;0;1;0;1;0;0;0;1;0;0
0;0;1;0;1;0;1;0;0;0;0;0;0
0;0;1;0;1;1;0;0;1;0;0;1;1
0;0;1;0;1;1;0;0;1;0;1;0;1
0;0;1;0;1;1;0;0;1;0;0;0;1
0;0;1;0;1;1;0;0;0;1;0;1;1
0;0;1;0;1;1;0;0;0;1;1;0;1
0;0;1;0;1;1;0;0;0;1;0;0;1
0;0;1;0;1;1;0;0;0;0;0;1;1
0;0;1;0;1;1;0;0;0;0;1;0;1
0;0;1;0;1;1;0;0;0;0;0;0;1
0;0;1;0;1;1;0;1;1;0;0;1;1
0;0;1;0;1;1;0;1;1;0;1;0;1
0;0;1;0;1;1;0;1;1;0;0;0;0
0;0;1;0;1;1;0;1;0;1;0;1;1
0;0;1;0;1;1;0;1;0;1;1;0;0
0;0;1;0;1;1;0;1;0;1;0;0;0
0;0;1;0;1;1;0;1;0;0;0;1;1
0;0;1;0;1;1;0;1;0;0;1;0;0
0;0;1;0;1;1;0;1;0;0;0;0;0
0;0;1;0;1;1;1;0;1;0;0;1;1
0;0;1;0;1;1;1;0;1;0;1;0;1
0;0;1;0;1;1;1;0;1;0;0;0;0
0;0;1;0;1;1;1;0;0;1;0;1;1
0;0;1;0;1;1;1;0;0;1;1;0;0
0;0;1;0;1;1;1;0;0;1;0;0;0
0;0;1;0;1;1;1;0;0;0;0;1;1
0;0;1;0;1;1;1;0;0;0;1;0;0
0;0;1;0;1;1;1;0;0;0;0;0;0
0;0;0;1;0;0;0;0;1;0;0;1;1
0;0;0;1;0;0;0;0;1;0;1;0;1
0;0;0;1;0;0;0;0;1;0;0;0;1
0;0;0;1;0;0;0;0;0;1;0;1;1
0;0;0;1;0;0;0;0;0;1;1;0;1
0;0;0;1;0;0;0;0;0;1;0;0;1
0;0;0;1;0;0;0;0;0;0;0;1;1
0;0;0;1;0;0;0;0;0;0;1;0;1
0;0;0;1;0;0;0;0;0;0;0;0;1
0;0;0;1;0;0;0;1;1;0;0;1;1
0;0;0;1;0;0;0;1;1;0;1;0;1
0;0;0;1;0;0;0;1;1;0;0;0;0
0;0;0;1;0;0;0;1;0;1;0;1;1
0;0;0;1;0;0;0;1;0;1;1;0;1
0;0;0;1;0;0;0;1;0;1;0;0;0
0;0;0;1;0;0;0;1;0;0;0;1;1
0;0;0;1;0;0;0;1;0;0;1;0;0
0;0;0;1;0;0;0;1;0;0;0;0;0
0;0;0;1;0;0;1;0;1;0;0;1;1
0;0;0;1;0;0;1;0;1;0;1;0;1
0;0;0;1;0;0;1;0;1;0;0;0;1
0;0;0;1;0;0;1;0;0;1;0;1;1
0;0;0;1;0;0;1;0;0;1;1;0;1
0;0;0;1;0;0;1;0;0;1;0;0;0
0;0;0;1;0;0;1;0;0;0;0;1;1
0;0;0;1;0;0;1;0;0;0;1;0;0
0;0;0;1;0;0;1;0;0;0;0;0;0
0;0;0;1;0;1;0;0;1;0;0;1;1
0;0;0;1;0;1;0;0;1;0;1;0;1
0;0;0;1;0;1;0;0;1;0;0;0;1
0;0;0;1;0;1;0;0;0;1;0;1;1
0;0;0;1;0;1;0;0;0;1;1;0;1
0;0;0;1;0;1;0;0;0;1;0;0;1
0;0;0;1;0;1;0;0;0;0;0;1;1
0;0;0;1;0;1;0;0;0;0;1;0;1
0;0;0;1;0;1;0;0;0;0;0;0;1
0;0;0;1;0;1;0;1;1;0;0;1;1
0;0;0;1;0;1;0;1;1;0;1;0;1
0;0;0;1;0;1;0;1;1;0;0;0;0
0;0;0;1;0;1;0;1;0;1;0;1;1
0;0;0;1;0;1;0;1;0;1;1;0;1
0;0;0;1;0;1;0;1;0;1;0;0;0
0;0;0;1;0;1;0;1;0;0;0;1;1
0;0;0;1;0;1;0;1;0;0;1;0;0
0;0;0;1;0;1;0;1;0;0;0;0;0
0;0;0;1;0;1;1;0;1;0;0;1;1
0;0;0;1;0;1;1;0;1;0;1;0;1
0;0;0;1;0;1;1;0;1;0;0;0;0
0;0;0;1;0;1;1;0;0;1;0;1;1
0;0;0;1;0;1;1;0;0;1;1;0;0
0;0;0;1;0;1;1;0;0;1;0;0;0
0;0;0;1;0;1;1;0;0;0;0;1;1
0;0;0;1;0;1;1;0;0;0;1;0;0
0;0;0;1;0;1;1;0;0;0;0;0;0
0;0;0;1;1;0;0;0;1;0;0;1;1
0;0;0;1;1;0;0;0;1;0;1;0;1
0;0;0;1;1;0;0;0;1;0;0;0;1
0;0;0;1;1;0;0;0;0;1;0;1;1
0;0;0;1;1;0;0;0;0;1;1;0;1
0;0;0;1;1;0;0;0;0;1;0;0;1
0;0;0;1;1;0;0;0;0;0;0;1;1
0;0;0;1;1;0;0;0;0;0;1;0;1
0;0;0;1;1;0;0;0;0;0;0;0;1
0;0;0;1;1;0;0;1;1;0;0;1;1
0;0;0;1;1;0;0;1;1;0;1;0;1
0;0;0;1;1;0;0;1;1;0;0;0;0
0;0;0;1;1;0;0;1;0;1;0;1;1
0;0;0;1;1;0;0;1;0;1;1;0;0
0;0;0;1;1;0;0;1;0;1;0;0;0
0;0;0;1;1;0;0;1;0;0;0;1;1
0;0;0;1;1;0;0;1;0;0;1;0;0
0;0;0;1;1;0;0;1;0;0;0;0;0
0;0;0;1;1;0;1;0;1;0;0;1;1
0;0;0;1;1;0;1;0;1;0;1;0;1
0;0;0;1;1;0;1;0;1;0;0;0;0
0;0;0;1;1;0;1;0;0;1;0;1;1
0;0;0;1;1;0;1;0;0;1;1;0;0
0;0;0;1;1;0;1;0;0;1;0;0;0
0;0;0;1;1;0;1;0;0;0;0;1;1
0;0;0;1;1;0;1;0;0;0;1;0;0
0;0;0;1;1;0;1;0;0;0;0;0;0
0;0;0;1;1;1;0;0;1;0;0;1;1
0;0;0;1;1;1;0;0;1;0;1;0;1
0;0;0;1;1;1;0;0;1;0;0;0;1
0;0;0;1;1;1;0;0;0;1;0;1;1
0;0;0;1;1;1;0;0;0;1;1;0;1
0;0;0;1;1;1;0;0;0;1;0;0;1
0;0;0;1;1;1;0;0;0;0;0;1;1
0;0;0;1;1;1;0;0;0;0;1;0;1
0;0;0;1;1;1;0;0;0;0;0;0;1
0;0;0;1;1;1;0;1;1;0;0;1;1
0;0;0;1;1;1;0;1;1;0;1;0;1
0;0;0;1;1;1;0;1;1;0;0;0;0
0;0;0;1;1;1;0;1;0;1;0;1;1
0;0;0;1;1;1;0;1;0;1;1;0;0
0;0;0;1;1;1;0;1;0;1;0;0;0
0;0;0;1;1;1;0;1;0;0;0;1;1
0;0;0;1;1;1;0;1;0;0;1;0;0
0;0;0;1;1;1;0;1;0;0;0;0;0
0;0;0;1;1;1;1;0;1;0;0;1;1
0;0;0;1;1;1;1;0;1;0;1;0;1
0;0;0;1;1;1;1;0;1;0;0;0;0
0;0;0;1;1;1;1;0;0;1;0;1;1
0;0;0;1;1;1;1;0;0;1;1;0;0
0;0;0;1;1;1;1;0;0;1;0;0;0
0;0;0;1;1;1;1;0;0;0;0;1;1
0;0;0;1;1;1;1;0;0;0;1;0;0
0;0;0;1;1;1;1;0;0;0;0;0;0
1;0;1;1;0;0;0;0;1;0;0;1;1
1;0;1;1;0;0;0;0;1;0;1;0;1
1;0;1;1;0;0;0;0;1;0;0;0;1
1;0;1;1;0;0;0;0;0;1;0;1;1
1;0;1;1;0;0;0;0;0;1;1;0;1
1;0;1;1;0;0;0;0;0;1;0;0;1
1;0;1;1;0;0;0;0;0;0;0;1;1
1;0;1;1;0;0;0;0;0;0;1;0;1
1;0;1;1;0;0;0;0;0;0;0;0;1
1;0;1;1;0;0;0;1;1;0;0;1;1
1;0;1;1;0;0;0;1;1;0;1;0;1
1;0;1;1;0;0;0;1;1;0;0;0;0
1;0;1;1;0;0;0;1;0;1;0;1;1
1;0;1;1;0;0;0;1;0;1;1;0;1
1;0;1;1;0;0;0;1;0;1;0;0;0
1;0;1;1;0;0;0;1;0;0;0;1;1
1;0;1;1;0;0;0;1;0;0;1;0;0
1;0;1;1;0;0;0;1;0;0;0;0;0
1;0;1;1;0;0;1;0;1;0;0;1;1
1;0;1;1;0;0;1;0;1;0;1;0;1
1;0;1;1;0;0;1;0;1;0;0;0;1
1;0;1;1;0;0;1;0;0;1;0;1;1
1;0;1;1;0;0;1;0;0;1;1;0;1
1;0;1;1;0;0;1;0;0;1;0;0;0
1;0;1;1;0;0;1;0;0;0;0;1;1
1;0;1;1;0;0;1;0;0;0;1;0;0
1;0;1;1;0;0;1;0;0;0;0;0;0
1;0;1;1;0;1;0;0;1;0;0;1;1
1;0;1;1;0;1;0;0;1;0;1;0;1
1;0;1;1;0;1;0;0;1;0;0;0;1
1;0;1;1;0;1;0;0;0;1;0;1;1
1;0;1;1;0;1;0;0;0;1;1;0;1
1;0;1;1;0;1;0;0;0;1;0;0;1
1;0;1;1;0;1;0;0;0;0;0;1;1
1;0;1;1;0;1;0;0;0;0;1;0;1
1;0;1;1;0;1;0;0;0;0;0;0;1
1;0;1;1;0;1;0;1;1;0;0;1;1
1;0;1;1;0;1;0;1;1;0;1;0;1
1;0;1;1;0;1;0;1;1;0;0;0;0
1;0;1;1;0;1;0;1;0;1;0;1;1
1;0;1;1;0;1;0;1;0;1;1;0;1
1;0;1;1;0;1;0;1;0;1;0;0;0
1;0;1;1;0;1;0;1;0;0;0;1;1
1;0;1;1;0;1;0;1;0;0;1;0;0
1;0;1;1;0;1;0;1;0;0;0;0;0
1;0;1;1;0;1;1;0;1;0;0;1;1
1;0;1;1;0;1;1;0;1;0;1;0;1
1;0;1;1;0;1;1;0;1;0;0;0;0
1;0;1;1;0;1;1;0;0;1;0;1;1
1;0;1;1;0;1;1;0;0;1;1;0;0
1;0;1;1;0;1;1;0;0;1;0;0;0
1;0;1;1;0;1;1;0;0;0;0;1;1
1;0;1;1;0;1;1;0;0;0;1;0;0
1;0;1;1;0;1;1;0;0;0;0;0;0
1;0;1;1;1;0;0;0;1;0;0;1;1
1;0;1;1;1;0;0;0;1;0;1;0;1
1;0;1;1;1;0;0;0;1;0;0;0;1
1;0;1;1;1;0;0;0;0;1;0;1;1
1;0;1;1;1;0;0;0;0;1;1;0;1
1;0;1;1;1;0;0;0;0;1;0;0;1
1;0;1;1;1;0;0;0;0;0;0;1;1
1;0;1;1;1;0;0;0;0;0;1;0;1
1;0;1;1;1;0;0;0;0;0;0;0;1
1;0;1;1;1;0;0;1;1;0;0;1;1
1;0;1;1;1;0;0;1;1;0;1;0;1
1;0;1;1;1;0;0;1;1;0;0;0;0
1;0;1;1;1;0;0;1;0;1;0;1;1
1;0;1;1;1;0;0;1;0;1;1;0;0
1;0;1;1;1;0;0;1;0;1;0;0;0
1;0;1;1;1;0;0;1;0;0;0;1;1
1;0;1;1;1;0;0;1;0;0;1;0;0
1;0;1;1;1;0;0;1;0;0;0;0;0
1;0;1;1;1;0;1;0;1;0;0;1;1
1;0;1;1;1;0;1;0;1;0;1;0;1
1;0;1;1;1;0;1;0;1;0;0;0;0
1;0;1;1;1;0;1;0;0;1;0;1;1
1;0;1;1;1;0;1;0;0;1;1;0;0
1;0;1;1;1;0;1;0;0;1;0;0;0
1;0;1;1;1;0;1;0;0;0;0;1;1
1;0;1;1;1;0;1;0;0;0;1;0;0
1;0;1;1;1;0;1;0;0;0;0;0;0
1;0;1;1;1;1;0;0;1;0;0;1;1
1;0;1;1;1;1;0;0;1;0;1;0;1
1;0;1;1;1;1;0;0;1;0;0;0;1
1;0;1;1;1;1;0;0;0;1;0;1;1
1;0;1;1;1;1;0;0;0;1;1;0;1
1;0;1;1;1;1;0;0;0;1;0;0;1
1;0;1;1;1;1;0;0;0;0;0;1;1
1;0;1;1;1;1;0;0;0;0;1;0;1
1;0;1;1;1;1;0;0;0;0;0;0;1
1;0;1;1;1;1;0;1;1;0;0;1;1
1;0;1;1;1;1;0;1;1;0;1;0;1
1;0;1;1;1;1;0;1;1;0;0;0;0
1;0;1;1;1;1;0;1;0;1;0;1;1
1;0;1;1;1;1;0;1;0;1;1;0;0
1;0;1;1;1;1;0;1;0;1;0;0;0
1;0;1;1;1;1;0;1;0;0;0;1;1
1;0;1;1;1;1;0;1;0;0;1;0;0
1;0;1;1;1;1;0;1;0;0;0;0;0
1;0;1;1;1;1;1;0;1;0;0;1;1
1;0;1;1;1;1;1;0;1;0;1;0;1
1;0;1;1;1;1;1;0;1;0;0;0;0
1;0;1;1;1;1;1;0;0;1;0;1;1
1;0;1;1;1;1;1;0;0;1;1;0;0
1;0;1;1;1;1;1;0;0;1;0;0;0
1;0;1;1;1;1;1;0;0;0;0;1;1
1;0;1;1;1;1;1;0;0;0;1;0;0
1;0;1;1;1;1;1;0;0;0;0;0;0
1;0;0;0;0;0;0;0;1;0;0;1;1
1;0;0;0;0;0;0;0;1;0;1;0;1
1;0;0;0;0;0;0;0;1;0;0;0;1
1;0;0;0;0;0;0;0;0;1;0;1;1
1;0;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;0;0;0;0;0;1;0;0;1
1;0;0;0;0;0;0;0;0;0;0;1;1
1;0;0;0;0;0;0;0;0;0;1;0;1
1;0;0;0;0;0;0;0;0;0;0;0;1
1;0;0;0;0;0;0;1;1;0;0;1;1
1;0;0;0;0;0;0;1;1;0;1;0;1
1;0;0;0;0;0;0;1;1;0;0;0;0
1;0;0;0;0;0;0;1;0;1;0;1;1
1;0;0;0;0;0;0;1;0;1;1;0;1
1;0;0;0;0;0;0;1;0;1;0;0;0
1;0;0;0;0;0;0;1;0;0;0;1;1
1;0;0;0;0;0;0;1;0;0;1;0;0
1;0;0;0;0;0;0;1;0;0;0;0;0
1;0;0;0;0;0;1;0;1;0;0;1;1
1;0;0;0;0;0;1;0;1;0;1;0;1
1;0;0;0;0;0;1;0;1;0;0;0;1
1;0;0;0;0;0;1;0;0;1;0;1;1
1;0;0;0;0;0;1;0;0;1;1;0;1
1;0;0;0;0;0;1;0;0;1;0;0;0
1;0;0;0;0;0;1;0;0;0;0;1;1
1;0;0;0;0;0;1;0;0;0;1;0;0
1;0;0;0;0;0;1;0;0;0;0;0;0
1;0;0;0;0;1;0;0;1;0;0;1;1
1;0;0;0;0;1;0;0;1;0;1;0;1
1;0;0;0;0;1;0;0;1;0;0;0;1
1;0;0;0;0;1;0;0;0;1;0;1;1
1;0;0;0;0;1;0;0;0;1;1;0;1
1;0;0;0;0;1;0;0;0;1;0;0;1
1;0;0;0;0;1;0;0;0;0;0;1;1
1;0;0;0;0;1;0;0;0;0;1;0;1
1;0;0;0;0;1;0;0;0;0;0;0;1
1;0;0;0;0;1;0;1;1;0;0;1;1
1;0;0;0;0;1;0;1;1;0;1;0;1
1;0;0;0;0;1;0;1;1;0;0;0;0
1;0;0;0;0;1;0;1;0;1;0;1;1
1;0;0;0;0;1;0;1;0;1;1;0;1
1;0;0;0;0;1;0;1;0;1;0;0;0
1;0;0;0;0;1;0;1;0;0;0;1;1
1;0;0;0;0;1;0;1;0;0;1;0;0
1;0;0;0;0;1;0;1;0;0;0;0;0
1;0;0;0;0;1;1;0;1;0;0;1;1
1;0;0;0;0;1;1;0;1;0;1;0;1
1;0;0;0;0;1;1;0;1;0;0;0;0
1;0;0;0;0;1;1;0;0;1;0;1;1
1;0;0;0;0;1;1;0;0;1;1;0;0
1;0;0;0;0;1;1;0;0;1;0;0;0
1;0;0;0;0;1;1;0;0;0;0;1;1
1;0;0;0;0;1;1;0;0;0;1;0;0
1;0;0;0;0;1;1;0;0;0;0;0;0
1;0;0;0;1;0;0;0;1;0;0;1;1
1;0;0;0;1;0;0;0;1;0;1;0;1
1;0;0;0;1;0;0;0;1;0;0;0;1
1;0;0;0;1;0;0;0;0;1;0;1;1
1;0;0;0;1;0;0;0;0;1;1;0;1
1;0;0;0;1;0;0;0;0;1;0;0;1
1;0;0;0;1;0;0;0;0;0;0;1;1
1;0;0;0;1;0;0;0;0;0;1;0;1
1;0;0;0;1;0;0;0;0;0;0;0;1
1;0;0;0;1;0;0;1;1;0;0;1;1
1;0;0;0;1;0;0;1;1;0;1;0;1
1;0;0;0;1;0;0;1;1;0;0;0;0
1;0;0;0;1;0;0;1;0;1;0;1;1
1;0;0;0;1;0;0;1;0;1;1;0;0
1;0;0;0;1;0;0;1;0;1;0;0;0
1;0;0;0;1;0;0;1;0;0;0;1;1
1;0;0;0;1;0;0;1;0;0;1;0;0
1;0;0;0;1;0;0;1;0;0;0;0;0
1;0;0;0;1;0;1;0;1;0;0;1;1
1;0;0;0;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;1;0;1;0;0;0;0
1;0;0;0;1;0;1;0;0;1;0;1;1
1;0;0;0;1;0;1;0;0;1;1;0;0
1;0;0;0;1;0;1;0;0;1;0;0;0
1;0;0;0;1;0;1;0;0;0;0;1;1
1;0;0;0;1;0;1;0;0;0;1;0;0
1;0;0;0;1;0;1;0;0;0;0;0;0
1;0;0;0;1;1;0;0;1;0;0;1;1
1;0;0;0;1;1;0;0;1;0;1;0;1
1;0;0;0;1;1;0;0;1;0;0;0;1
1;0;0;0;1;1;0;0;0;1;0;1;1
1;0;0;0;1;1;0;0;0;1;1;0;1
1;0;0;0;1;1;0;0;0;1;0;0;1
1;0;0;0;1;1;0;0;0;0;0;1;1
1;0;0;0;1;1;0;0;0;0;1;0;1
1;0;0;0;1;1;0;0;0;0;0;0;1
1;0;0;0;1;1;0;1;1;0;0;1;1
1;0;0;0;1;1;0;1;1;0;1;0;1
1;0;0;0;1;1;0;1;1;0;0;0;0
1;0;0;0;1;1;0;1;0;1;0;1;1
1;0;0;0;1;1;0;1;0;1;1;0;0
